slice_id,pore_fraction,resin_fraction,matrix_fraction,assigned_fraction,mean_intensity,std_intensity,mean_intensity_pores,mean_intensity_resin,mean_intensity_matrix,pore_object_count,mean_pore_area_um2,median_pore_area_um2,mean_pore_equivalent_diameter_um,median_pore_equivalent_diameter_um,resin_object_count,mean_resin_area_um2,median_resin_area_um2,mean_resin_equivalent_diameter_um,median_resin_equivalent_diameter_um,heterogeneity_index,phase_fraction_sum,unassigned_fraction
10,0.0099566136388919,0.2365391033485371,0.7486928468127712,0.9951885638002004,175.83379686283234,32.90625697297089,70.62569832402235,128.605291005291,192.27938335809807,155,14781.935483870968,6400.0,122.40044417668648,90.270333367641,344,158232.55813953487,38400.0,342.5397149398153,221.11625566165472,0.3090077855530112,0.9951885638002002,0.004811436199799846
11,0.0094281900100122,0.2338413616642563,0.7522249415952831,0.9954944932695516,176.81596951830014,33.279083001180325,69.05604719764011,128.1270218839201,193.4393093503901,150,14464.0,6400.0,119.9212015956211,90.270333367641,327,164560.24464831804,51200.0,357.70784160275457,255.32305945691687,0.3110608768070354,0.9954944932695515,0.004505506730448472
12,0.0081766603626654,0.2332295027255534,0.7546445655801535,0.9960507286683724,177.7532539770831,33.25836155861221,71.10204081632654,128.09420462675888,194.38722635807477,135,13937.777777777776,6400.0,118.38524063918476,90.270333367641,300,178901.33333333334,96000.0,392.75380867543697,349.61549778946534,0.3126476154727317,0.9960507286683723,0.003949271331627702
13,0.0077038602736678,0.2326732673267326,0.7556179775280899,0.9959951051284904,178.54630659695184,33.13257530636876,74.54151624548736,128.71360267750418,195.07769884795167,128,13850.0,6400.0,120.51741597181729,90.270333367641,302,177292.71523178808,96000.0,391.8034064938855,349.61549778946534,0.3133081427508442,0.9959951051284903,0.004004894871509679
14,0.0062854600066748,0.2274724663477583,0.7623206140838803,0.9960785404383136,179.22157637112025,33.043280317685884,73.15929203539822,128.37498471695807,195.4233126596133,105,13775.238095238095,6400.0,119.13844526191934,90.270333367641,313,167238.33865814697,96000.0,383.8406646849921,349.61549778946534,0.3173808415262918,0.9960785404383135,0.003921459561686547
15,0.0068695071754366,0.2225497830681944,0.7663533207253309,0.995772610968962,179.87192679942152,33.02451296427758,74.09311740890688,128.45213696575857,195.92407911449828,122,12957.377049180328,6400.0,116.68358087297436,90.270333367641,267,191808.2397003745,115200.0,415.6274325603294,382.9845891853754,0.319558016297838,0.995772610968962,0.004227389031038031
16,0.0058960952275002,0.2192958059850928,0.7708032039158972,0.9959951051284904,180.56157525864947,32.991155798122946,71.85377358490567,128.24629042485734,196.42861266462205,87,15595.402298850577,6400.0,125.69319044148344,90.270333367641,277,182180.50541516245,108800.0,400.4578912566637,372.1941193345023,0.3222805422895251,0.9959951051284902,0.00400489487150979
17,0.004338636110802,0.2166536878406942,0.7753087106463455,0.9963010345978418,181.31176994103905,32.851661234580625,73.30128205128206,127.95840821566112,196.9446138393658,79,12637.974683544304,6400.0,115.70071482449158,90.270333367641,271,183970.47970479704,102400.0,407.1691248381948,361.081333470564,0.3251611517602363,0.9963010345978418,0.003698965402158194
18,0.0036711536322171,0.2155412170430526,0.7764489932139281,0.995661363889198,182.06299365891644,33.044745063457405,74.10606060606061,127.88245161290322,197.79651121140483,67,12608.955223880595,6400.0,117.36919988773457,90.270333367641,259,191505.7915057915,121600.0,414.99957718953794,393.4792607492748,0.326035452483868,0.9956613638891978,0.004338636110802208
19,0.00428301257092,0.2092001334964957,0.7825675826009567,0.9960507286683724,182.7112303927022,33.016545837876784,69.7012987012987,127.94801914384472,198.152178548582,65,15163.076923076924,6400.0,124.0152122042615,90.270333367641,255,188787.45098039217,96000.0,405.0149701343147,349.61549778946534,0.3293880066102088,0.9960507286683724,0.003949271331627591
20,0.0037824007119813,0.2100901101346089,0.78131605295361,0.9951885638002004,183.21885081766604,33.17075855358513,70.11029411764706,128.17474185861795,198.7909799594205,59,14752.542372881357,6400.0,123.46182644873667,90.270333367641,259,186662.54826254823,121600.0,410.7728628453652,393.4792607492748,0.3288735875149994,0.9951885638002002,0.004811436199799846
21,0.0040605184113917,0.2159305818222271,0.7753087106463455,0.9952998108799644,183.59261319390367,33.52332039479597,71.0,128.9273570324575,199.6342145855006,65,14375.384615384615,6400.0,121.9011881207061,90.270333367641,242,205328.9256198347,124800.0,430.5861104554658,398.59023213625017,0.3253402644074128,0.9952998108799643,0.004700189120035669
22,0.0052286127489153,0.2262209367004116,0.7641561908999889,0.9956057403493158,183.8800478362443,34.58606907974125,66.98936170212765,129.4679124661913,201.01528606784103,52,23138.46153846154,9600.0,149.9297276431997,108.96593154804972,239,217814.2259414226,153600.0,460.2788598017311,442.23251132330944,0.3187097275359753,0.9956057403493158,0.004394259650684185
23,0.0061185893870285,0.2281121370564022,0.7615696962954722,0.9958004227389032,184.14937701635333,34.929256690748744,66.17727272727272,129.62253108997805,201.63798707227116,58,24275.86206896552,12800.0,153.78335677209785,127.66152972845846,255,205854.11764705885,128000.0,436.5432794176567,403.7012035232256,0.3170286488360552,0.9958004227389029,0.004199577261097098
24,0.0059795305373233,0.2219657358994326,0.7669929914339748,0.9949382578707308,184.3987373456447,34.73179194717933,65.96744186046512,129.28317253477007,201.53963304082964,49,28081.632653061224,12800.0,166.61828117340613,127.66152972845846,245,208483.26530612248,140800.0,435.7681058082306,423.4053942720982,0.3202162876432354,0.9949382578707308,0.005061742129269242
25,0.0057848481477361,0.2090888864167315,0.7802592056958505,0.9951329402603182,184.6098286794972,34.08663016418871,65.61057692307692,128.50359138068634,200.7610764569596,53,25116.98113207547,12800.0,154.85506746023566,127.66152972845846,248,194012.90322580645,108800.0,420.8260994856891,372.1941193345023,0.3278513545464462,0.9951329402603182,0.004867059739681823
26,0.0050895538992101,0.1980754255200801,0.7929413727889643,0.9961063522082544,184.8588830793192,33.098040015767054,66.02732240437159,128.40803145183938,199.9005997685104,52,22523.07692307692,6400.0,145.22833051713872,90.270333367641,267,170714.60674157302,102400.0,392.3769298683618,361.081333470564,0.3352974683261397,0.9961063522082545,0.0038936477917455026
27,0.0048670597396818,0.1894537768383579,0.8015630214706864,0.9958838580487264,185.11336077427967,32.440188569032266,67.58857142857143,128.37066940692895,199.4279865375941,64,17500.0,6400.0,131.18577886397418,90.270333367641,238,183179.83193277312,108800.0,411.73365312383584,372.1941193345023,0.3405019887251626,0.995883858048726,0.004116141951273966
28,0.0043664478807431,0.1868116586939592,0.8035654689064412,0.9947435754811436,185.27308376905103,32.04737339414543,66.37579617834395,128.6907845764478,199.30741009933203,45,22328.88888888889,6400.0,145.83020529460222,90.270333367641,260,165341.53846153847,96000.0,391.6082452763174,349.61549778946534,0.3419536343763463,0.9947435754811436,0.00525642451885644
29,0.0054232951385026,0.1882856825008343,0.8008955389921014,0.9946045166314385,185.24833129380357,32.213558669626444,67.54871794871795,129.38596750369277,199.43754557766437,55,22690.90909090909,6400.0,144.44402168072202,90.270333367641,251,172621.51394422312,115200.0,402.5791712532625,382.9845891853754,0.3401806023151659,0.9946045166314383,0.00539548336856166
30,0.0055067304483257,0.1945989542774502,0.7940816553565468,0.9941873400823228,185.17198798531535,32.875642779257895,65.44949494949495,129.18836644276118,200.00987671616696,47,26961.702127659573,6400.0,156.3682426771711,90.270333367641,245,182778.77551020408,115200.0,411.3654399152482,382.9845891853754,0.3361523778486542,0.9941873400823227,0.005812659917677321
31,0.0052286127489153,0.1995216375570141,0.7894370897763934,0.9941873400823228,185.2681054622316,33.46157965368332,67.2872340425532,128.4892667967661,200.69853796019024,51,23592.156862745094,6400.0,150.3711965944292,90.270333367641,244,188170.49180327868,108800.0,412.7524761686027,372.1941193345023,0.3334554702402026,0.9941873400823228,0.00581265991767721
32,0.0045333185003893,0.2087551451774391,0.7818444765824897,0.9951329402603182,185.37776727110912,34.01073765056498,64.20858895705521,128.71729283240074,201.47168468981215,43,24260.46511627907,6400.0,151.36859856352592,90.270333367641,238,201842.01680672268,124800.0,434.53983196632106,398.59023213625017,0.3290306592841285,0.9951329402603181,0.004867059739681934
33,0.004310824340861,0.2157358994326399,0.776337746134164,0.9963844699076648,185.5105406608077,34.0490813885711,66.85161290322581,129.4964548150058,201.93060829691197,40,24800.0,12800.0,157.50059040689445,127.66152972845846,253,196224.50592885376,134400.0,433.2897201907383,413.6706356661128,0.3257471004179582,0.9963844699076648,0.003615530092335173
34,0.0043664478807431,0.2123150517298921,0.7797029702970297,0.9963844699076648,185.70536210924465,33.65890718154962,69.10191082802548,130.06274561173697,201.69135009809168,47,21378.72340425532,6400.0,145.85961120444708,90.270333367641,251,194651.79282868523,147200.0,436.4881484932988,432.9213103844808,0.3276716505167499,0.9963844699076649,0.003615530092335062
35,0.0038102124819223,0.2025531204805873,0.789909889865391,0.9962732228279008,185.9464067193236,32.995065033222176,67.45985401459853,129.7279967046547,201.12231532990637,38,23073.68421052632,6400.0,152.4467553556887,90.270333367641,250,186444.8,128000.0,420.4683233439679,403.7012035232256,0.3337396558204401,0.9962732228279005,0.0037267771720994602
36,0.003615530092335,0.1977138725108466,0.7949160084547781,0.9962454110579596,186.1739348092113,32.458507967112176,67.33846153846154,130.19172879448587,200.83846476803583,37,22486.486486486487,6400.0,147.61338293436188,90.270333367641,245,185704.4897959184,128000.0,417.8663056396792,403.7012035232256,0.3367295328700995,0.9962454110579597,0.0037545889420402823
37,0.0034764712426298,0.1961286016242073,0.7964178440315942,0.9960229168984314,186.2683557681611,32.3687581032336,66.456,130.1055019852524,200.8299343483727,37,21621.62162162162,6400.0,143.69188172452934,90.270333367641,235,192054.4680851064,128000.0,426.4553414249259,403.7012035232256,0.3376747347787417,0.9960229168984314,0.003977083101568635
38,0.0035320947825119,0.1968517076426743,0.7955000556235399,0.9958838580487264,186.24788630548449,32.50587698960041,68.39370078740157,129.77366487708392,200.9662622801804,45,18062.222222222223,6400.0,137.43667474112883,90.270333367641,232,195255.1724137931,121600.0,422.6882575018973,393.4792607492748,0.3371392010983854,0.995883858048726,0.004116141951273966
39,0.0036989654021581,0.1997441317165424,0.7921348314606742,0.9955779285793748,186.17838469240183,32.55152168716778,69.32330827067669,130.27930938457254,201.0486623130398,49,17371.428571428572,6400.0,132.97501141107782,90.270333367641,253,181679.0513833992,83200.0,398.0485244575844,325.4743156102575,0.3351602540851861,0.9955779285793747,0.00442207142062534
40,0.0034208477027478,0.2077261096896206,0.7840416064078318,0.9951885638002004,186.0720324841473,33.21687125687717,67.48780487804878,130.0629267639577,201.6833386541804,42,18742.85714285714,6400.0,137.9048515109881,90.270333367641,239,200006.69456066945,140800.0,430.3641961959184,423.4053942720982,0.3305297029440242,0.9951885638002003,0.004811436199799735
41,0.0031983535432194,0.2155968405829346,0.7762264990543998,0.995021693180554,185.96885081766604,33.78989840470925,67.62608695652175,129.99019607843138,202.2781082049445,31,23741.93548387097,12800.0,160.1678573636472,127.66152972845846,249,199248.19277108437,147200.0,433.5759647218644,432.9213103844808,0.3260864311134985,0.9950216931805538,0.004978306819446221
42,0.0034486594726888,0.218711758816331,0.7728890866614752,0.995049504950495,185.86903437534764,34.21215550412358,66.14516129032258,129.845498474059,202.533357322778,42,18895.23809523809,9600.0,136.0624625419748,108.96593154804972,241,208836.5145228216,166400.0,451.78256987602833,460.29019134012736,0.3241209108460533,0.9950495049504949,0.004950495049505066
43,0.0035042830125709,0.2168483702302814,0.7743352986984091,0.9946879519412616,185.86441762153743,34.17308607484179,65.12698412698413,129.7569578042837,202.41232670066805,33,24436.36363636364,6400.0,148.26705852545072,90.270333367641,253,197236.36363636365,121600.0,424.7387201441274,393.4792607492748,0.324976551240726,0.9946879519412615,0.005312048058738528
44,0.0036433418622761,0.2159305818222271,0.7764211814439871,0.9959951051284904,186.0159361441762,34.088239346709024,65.82442748091603,129.73737764039154,202.4257979009206,34,24658.82352941177,6400.0,145.9929743360715,90.270333367641,254,195628.3464566929,128000.0,423.122923196267,403.7012035232256,0.3259858848107708,0.9959951051284903,0.004004894871509679
45,0.0038936477917454,0.2173489820892201,0.7737790632995883,0.995021693180554,186.2424073868061,34.27399332683017,65.38571428571429,130.1495841330774,202.8860973330458,28,32000.0,12800.0,162.37929050557298,127.66152972845846,261,191632.183908046,134400.0,423.8931609810495,413.6706356661128,0.3245340536878316,0.9950216931805538,0.004978306819446221
46,0.0052564245188563,0.2155412170430526,0.774168428078763,0.994966069640672,186.5049504950495,34.306080621608544,62.83068783068783,130.91109677419354,203.080866503808,41,29502.439024390245,12800.0,159.23107631252438,127.66152972845846,257,192996.10894941635,147200.0,437.231838760781,432.9213103844808,0.3244670372052863,0.9949660696406719,0.005033930359328087
47,0.005701412837913,0.2112303927021915,0.7795360996773835,0.996467905217488,186.74324173990436,34.24750552135064,63.57560975609756,130.6391046741277,203.0440615077241,41,32000.0,12800.0,170.1743283706812,127.66152972845846,266,182736.84210526315,124800.0,416.1327962637781,398.59023213625017,0.3272840527568547,0.996467905217488,0.003532094782512041
48,0.0040048948715096,0.2078651685393258,0.784208477027478,0.9960785404383136,186.98901435087328,33.64229895737683,65.65972222222223,130.40500401391492,202.83182608078877,41,22478.048780487807,6400.0,148.87219435219805,90.270333367641,235,203547.2340425532,128000.0,436.73879424411285,403.7012035232256,0.3303950917761594,0.9960785404383133,0.003921459561686658
49,0.0022249415952831,0.2013572143731227,0.7921626432306152,0.995744799199021,187.12960284792524,32.67202181239166,69.3125,130.39406077348067,202.10486957132323,28,18285.714285714286,12800.0,141.28765472228466,127.66152972845846,246,188357.72357723577,105600.0,410.7445438254799,366.63772640253313,0.3354443635428591,0.995744799199021,0.004255200800978964
50,0.0026421181443987,0.1988819668483702,0.7947213260651907,0.9962454110579596,187.0889142285015,32.70759653673096,68.92631578947369,129.92182911480913,201.97609798775156,31,19612.90322580645,6400.0,138.91578687660433,90.270333367641,225,203406.22222222225,134400.0,442.205664591388,413.6706356661128,0.3368026279640971,0.9962454110579597,0.0037545889420402823
51,0.0036989654021581,0.2016909556124151,0.7913561019023251,0.9967460229168984,187.06969629547223,33.283588891449746,64.42857142857143,129.8656922228351,202.37917340268504,30,28373.33333333333,9600.0,160.7459441371521,108.96593154804972,237,195834.5991561181,140800.0,437.93142246374674,423.4053942720982,0.3345493781219683,0.9967460229168983,0.003253977083101711
52,0.0047001891200355,0.2068361330515074,0.7845144064968295,0.9960507286683724,187.00442207142063,34.007962353216726,64.67455621301775,129.96450181524807,202.97855218377765,33,32775.757575757576,12800.0,169.47307141812445,127.66152972845846,240,198320.0,147200.0,433.5720280562962,432.9213103844808,0.3304342834417251,0.9960507286683724,0.003949271331627591
53,0.0053954833685615,0.2097563688953165,0.7805095116253198,0.995661363889198,187.0122093670041,34.41828036293848,64.6340206185567,130.09639352956776,203.37941847206383,30,41386.66666666666,16000.0,197.716914100452,142.0071667686964,252,191542.85714285716,128000.0,419.7801975494026,403.7012035232256,0.3280115645437373,0.9956613638891978,0.004338636110802208
54,0.005006118589387,0.2084770274780287,0.7819557236622539,0.9954388697296696,187.16442318389144,34.02399878510727,66.10555555555555,130.62673425827109,203.2695262483995,34,33882.35294117647,19200.0,182.61039944707227,156.35280380893437,253,189622.13438735175,121600.0,421.11951504706445,393.4792607492748,0.3289594562259091,0.9954388697296696,0.004561130270330449
55,0.0034208477027478,0.2026921793302925,0.7894649015463344,0.9955779285793748,187.39250750917788,33.3418803646063,66.22764227642277,130.37568605927552,202.82575917705915,34,23152.941176470587,6400.0,147.63478651207055,90.270333367641,227,205476.65198237883,140800.0,447.0207467091204,423.4053942720982,0.3336459443662296,0.9955779285793747,0.00442207142062534
56,0.0041995772610968,0.1947380131271554,0.7960562910223606,0.994993881410613,187.60710312604292,32.80861182944592,66.6092715231788,130.97986289631532,202.39370436362367,34,28423.529411764703,12800.0,164.49056587895015,127.66152972845846,265,169104.90566037735,102400.0,394.0927518719849,361.081333470564,0.3374620344081402,0.9949938814106128,0.005006118589387154
57,0.0055345422182667,0.1890922238291245,0.7998108799644009,0.9944376460117922,187.7508899766381,32.93125089658072,65.55778894472361,130.65215472863656,202.4165797343348,50,25472.0,9600.0,156.43334516452148,108.96593154804972,232,187558.6206896552,124800.0,423.146194477065,398.59023213625017,0.3395332744507838,0.9944376460117921,0.005562353988207924
58,0.0043664478807431,0.1815830459450439,0.8085437757258872,0.9944932695516744,187.71423406385583,32.26287083377274,65.28025477707007,130.00520753561037,201.64777105118327,39,25764.102564102563,12800.0,157.46714736775726,127.66152972845846,239,174835.14644351465,121600.0,408.11709464512296,393.4792607492748,0.3449938250553621,0.9944932695516742,0.005506730448325836
59,0.0029758593836911,0.1831961286016242,0.8090721993547669,0.9952441873400824,187.6277394593392,31.680996080379003,68.1214953271028,130.22696219826932,201.30246467979788,36,19022.222222222223,6400.0,139.38393098066183,90.270333367641,240,175653.33333333334,105600.0,406.33485523694,366.63772640253313,0.3454452056072217,0.9952441873400822,0.0047558126599177575
60,0.0028089887640449,0.1859773055957281,0.8068472577594838,0.9956335521192567,187.5673601067972,31.90118598595731,70.03960396039604,130.0349932705249,201.4684085346937,38,17010.526315789473,12800.0,136.1529540919847,127.66152972845846,245,174680.81632653062,115200.0,399.4196169383641,382.9845891853754,0.3440781028584382,0.9956335521192569,0.004366447880743141
61,0.0031149182333963,0.1936255423295138,0.7990321504060518,0.995772610968962,187.59125041717652,32.559499779685815,66.89285714285714,130.07339844872163,202.2368256178211,36,19911.11111111111,6400.0,143.2869508859743,90.270333367641,236,188800.0,108800.0,413.6381554043254,372.1941193345023,0.339328699946365,0.9957726109689619,0.004227389031038142
62,0.0036989654021581,0.1981588608299032,0.7932194904883747,0.995077316720436,187.6801368339081,33.101743900642646,66.89473684210526,130.6039298245614,202.79429192524807,35,24320.0,6400.0,151.6586379286197,90.270333367641,250,182400.0,115200.0,409.7190488487781,382.9845891853754,0.335866121382335,0.995077316720436,0.004922683279564022
63,0.0038380242518633,0.201607520302592,0.7902992546445656,0.995744799199021,187.83955389921016,33.411209437499295,64.44927536231884,130.63098358394262,203.26414695945945,28,31542.85714285714,12800.0,167.3330385491825,127.66152972845846,234,198263.24786324787,147200.0,436.58220630529615,432.9213103844808,0.3340312690887758,0.9957447991990209,0.004255200800979075
64,0.0039770831015685,0.204472132606519,0.7882968072088108,0.9967460229168984,187.99516075203027,33.543010960921144,62.6993006993007,131.06909684439609,203.5594482077336,22,41600.0,25600.0,200.0148606525172,180.540666735282,253,185979.4466403162,140800.0,421.990157913528,423.4053942720982,0.3327005569200369,0.9967460229168983,0.003253977083101711
65,0.0035320947825119,0.2035265324285237,0.7894927133162755,0.9965513405273112,188.0337634887084,33.353470995590335,64.54330708661418,130.96652090735174,203.4741254799732,28,29028.571428571428,12800.0,163.24198843984627,127.66152972845846,249,188093.17269076305,128000.0,426.2836019700848,403.7012035232256,0.3335146563695177,0.9965513405273111,0.0034486594726889086
66,0.0029202358438091,0.1963510957837357,0.7970297029702971,0.9963010345978418,188.0059517187674,32.50589715460382,68.61904761904762,131.07620396600566,202.65754763067903,31,21677.41935483871,12800.0,144.16381037753268,127.66152972845846,254,177889.76377952757,121600.0,411.2432782694541,393.4792607492748,0.3381058566137405,0.9963010345978418,0.003698965402158194
67,0.0030314829235732,0.193736789409278,0.797724997218823,0.9944932695516744,187.9937145399933,32.454870632202145,67.12844036697248,131.13953488372093,202.5584841195133,29,24055.172413793105,12800.0,154.92775094229842,127.66152972845846,250,178329.6,131200.0,413.80409053698673,408.68591959466926,0.3387408138578532,0.9944932695516742,0.005506730448325836
68,0.0038936477917454,0.1981032372900211,0.7923017020803204,0.994298587162087,188.0199410390477,32.96091594153682,66.30714285714286,131.34030605082128,203.1093091828138,34,26352.941176470587,12800.0,161.21693850911402,127.66152972845846,241,189158.5062240664,140800.0,425.1521724093204,423.4053942720982,0.3353897302276087,0.9942985871620869,0.005701412837913145
69,0.0043664478807431,0.2003838024251863,0.7901601957948604,0.9949104461007898,187.9816998553788,33.40462301147708,66.22929936305732,130.94573213046496,203.40002111858084,32,31400.0,19200.0,175.54303728827642,156.35280380893437,233,197905.57939914163,140800.0,433.6824067256717,423.4053942720982,0.3339545564094442,0.9949104461007898,0.005089553899210175
70,0.0038380242518633,0.2049727444654577,0.785626877294471,0.9944376460117922,187.9106129714095,33.55986456589183,64.47101449275362,131.18127544097695,203.6263098272444,27,32711.11111111111,6400.0,170.17945112459353,90.270333367641,243,194106.99588477367,128000.0,431.0382047354628,403.7012035232256,0.3314627863121774,0.9944376460117921,0.005562353988207924
71,0.0045889420402714,0.2085048392479697,0.7820113472021359,0.9951051284903772,187.8390532873512,34.30284477529189,64.9090909090909,130.60744297719089,204.11704246390207,29,36413.79310344828,12800.0,181.90763252559276,127.66152972845846,246,195043.9024390244,121600.0,426.0140370251026,393.4792607492748,0.3291195331398036,0.995105128490377,0.004894871509622978
72,0.0052564245188563,0.2115085104016019,0.7791189231282679,0.9958838580487264,187.7595950606297,34.63601798399028,65.71428571428571,130.55161078238,204.33904476333265,35,34560.0,19200.0,182.4594279052692,156.35280380893437,246,197853.65853658537,137600.0,432.945109354247,418.5380149691055,0.3272078290153966,0.9958838580487261,0.004116141951273855
73,0.0041439537212148,0.2085604627878518,0.7828178885304261,0.9955223050394928,187.7083379686283,33.89880119318371,66.56375838926175,131.0777436991599,203.6945678047394,29,32882.75862068965,12800.0,176.5937907871113,127.66152972845846,258,186021.70542635655,118400.0,419.7006942773751,388.2319249673251,0.3296278704759755,0.9955223050394927,0.004477694960507317
74,0.0038380242518633,0.2066692624318611,0.7838747357881856,0.99438202247191,187.66606407831796,33.65717806854217,66.55797101449275,131.19633965818866,203.46439595529537,35,25234.285714285717,6400.0,151.9619456909507,90.270333367641,258,184334.88372093023,102400.0,411.5663471565945,361.081333470564,0.3304481705869787,0.99438202247191,0.005617977528090012
75,0.0042552008009789,0.197296695961731,0.7927466903993771,0.994298587162087,187.62053621092448,33.482145729601925,64.32679738562092,130.0608965322808,202.9304658995229,36,27200.0,12800.0,158.5790190014078,127.66152972845846,241,188388.3817427386,140800.0,423.63868529666695,423.4053942720982,0.3355831647046662,0.994298587162087,0.0057014128379130335
76,0.0037824007119813,0.1895650239181221,0.8017298920903326,0.995077316720436,187.56713761263768,32.65081684650981,66.23529411764706,129.82291666666666,202.0440212300968,36,24177.777777777777,6400.0,144.88848311421745,90.270333367641,243,179516.04938271604,128000.0,413.3583342916706,403.7012035232256,0.3409107422945938,0.9950773167204361,0.004922683279563911
77,0.0031427300033374,0.1841973523195016,0.809100011124708,0.996440093447547,187.4674046056291,31.798558372300768,69.48672566371681,130.02868790578287,201.18362436408637,41,17639.024390243903,6400.0,128.75118159546838,90.270333367641,238,178097.47899159664,115200.0,412.9053634128416,382.9845891853754,0.3452617764081201,0.996440093447547,0.003559906552452974
78,0.0026421181443987,0.1835020580709756,0.8102124819223495,0.996356658137724,187.3461731004561,31.56812044235194,66.09473684210526,129.9307365868445,200.92650693395575,29,20965.51724137931,12800.0,147.83326051759505,127.66152972845846,232,182013.7931034483,118400.0,415.6697692306037,388.2319249673251,0.3460324592492357,0.9963566581377239,0.003643341862276106
79,0.0035042830125709,0.1875069529424852,0.8043163866948493,0.9953276226499056,187.241517410168,32.16718595794912,66.71428571428571,129.88312073568673,201.38609958506223,33,24436.36363636364,19200.0,161.01731275903447,156.35280380893437,237,182062.447257384,115200.0,409.1357849283411,382.9845891853754,0.3424764201958184,0.9953276226499054,0.004672377350094625
80,0.0040883301813327,0.1947658248970964,0.7964456558015353,0.9952998108799644,187.1812214929358,33.113829895649246,65.87755102040816,129.52491789233187,202.1661836086182,37,25427.027027027027,12800.0,158.66255579940693,127.66152972845846,230,194866.08695652173,124800.0,426.5147258044606,398.59023213625017,0.3376728622946366,0.9952998108799643,0.004700189120035669
81,0.0046167538102124,0.200133496495717,0.7904661252642118,0.9952163755701412,187.16723217265547,33.6204733537142,64.144578313253,129.93399110617008,202.65283934979945,37,28713.513513513517,12800.0,164.56454802679923,127.66152972845846,224,205600.0,134400.0,434.3955906639719,413.6706356661128,0.334045679490049,0.9952163755701412,0.0047836244298588015
