sample_id,time_index,batch_id,protocol,is_outlier,voltage_kV,current_uA,exposure_ms,n_projections,voxel_size_um,filter_thickness_mm,true_porosity,true_mean_pore_diameter_um,true_heterogeneity,sample_thickness_mm,mu_matrix_effective,intensity_matrix,intensity_pore,attenuation_contrast,photon_signal,photon_signal_norm,relative_noise,detector_drift,relative_noise_drifted,snr,cnr,snr_drifted,cnr_drifted,pore_detectability,detectability_score,segmentation_bias,segmentation_abs_error,estimated_porosity,porosity_error,abs_porosity_error,estimated_mean_pore_diameter_um,quality_score,relative_noise_drifted_rolling_mean_50,relative_noise_drifted_rolling_std_50,snr_drifted_rolling_mean_50,snr_drifted_rolling_std_50,cnr_drifted_rolling_mean_50,cnr_drifted_rolling_std_50,segmentation_abs_error_rolling_mean_50,segmentation_abs_error_rolling_std_50,abs_porosity_error_rolling_mean_50,abs_porosity_error_rolling_std_50,quality_score_rolling_mean_50,quality_score_rolling_std_50
11,10,11,A_standard,False,133.6776476401199,60.48895877121916,253.31852479564583,826,78.59924558775039,0.6133732256282558,0.0389569260287273,165.99700455183182,0.3634710621034384,6.397293674119694,0.2157455622144287,0.2515313310721488,0.8799010038329286,0.6283696727607797,12656776.360741,0.3299158191336907,0.1406651572893404,1.0025,0.1410168201825637,1.788156611908967,4.467130914788359,1.7836973684877475,4.455990937444748,2.1119414481721472,0.2915106366056784,-0.0113423431866151,0.1052286128675202,0.0408078879125171,0.0018509618837897,0.0018509618837897,116.81441192051643,34.064243808212154,0.08968494338444181,0.04835241215894753,2.414122274516756,1.1249949447245136,8.936312894416412,3.312829160862026,0.07196659280806157,0.02530133868185219,0.017117553265151512,0.01406901870132752,48.7244227421464,16.676382332359626
12,11,20,B_optimized,False,123.64097303257137,73.72593192867856,678.1441321347321,1627,51.8400218296146,0.912091554991761,0.0364418697182139,415.5865326441831,0.31968304806553,7.816817840392895,0.2278606529152615,0.168445130567978,0.8552714656046164,0.6868263350366384,81344806.81709404,2.12036128382395,0.0545972137976763,1.00275,0.05474735613562,3.0852330888567594,12.579878848430708,3.076771965950396,12.545379056026636,8.016712145880529,0.9934173413544416,0.0031274601868571,0.0383406006244334,0.0304131307078622,-0.0060287390103517,0.0060287390103517,435.7572269116321,72.81833447743372,0.09026225930676074,0.04778237748179982,2.386501182186368,1.1211237786462829,8.863414519758653,3.2943255008007837,0.07269349459319072,0.025315793911408084,0.016956351656848105,0.013900267287416786,48.27365477409725,16.657456811989533
13,12,15,A_standard,False,137.90842593972252,64.37796032143036,384.4016812957713,1018,70.24763688247366,0.511694209619006,0.0396220258832302,285.5450716815337,0.2873527571848855,6.833690634235915,0.2110908780376115,0.2363291467017498,0.872254698152237,0.6359255514504872,25192442.117297392,0.6566747282417544,0.0990618365200343,1.003,0.0993590220295944,2.385672979664115,6.419480738395932,2.3785373675614307,6.400279898699833,4.064835264982065,0.7436134858787214,-0.0001101351056231,0.0648676331565702,0.0628102015025298,0.0231881756192996,0.0231881756192996,285.0942794108825,50.38117807724202,0.08904581164551781,0.04769156288851491,2.405729983201307,1.1116135815518489,9.039488109591302,3.4202617692201978,0.07199217608412029,0.025323611522276617,0.016663732690655297,0.013820941958015013,48.95368456304929,16.937344607716685
14,13,16,A_standard,False,130.3220520160037,63.8073129201436,494.4726174959668,965,84.86155310076384,0.3146381032151072,0.0530192884703399,145.4666626360674,0.2126390605355138,7.24836320217389,0.2196192937904959,0.2035425087721362,0.8650506109064218,0.6615081021342855,30446685.11878236,0.7936336057912736,0.0910225017175039,1.00325,0.0913183248480858,2.236177922288356,7.267522751542604,2.2289338871551023,7.243979817136909,1.7141645105568786,0.2165585315239014,-0.0212382579440784,0.0850108995270287,0.051163265052678,-0.0018560234176618,0.0018560234176618,104.1282494663333,40.92006376380882,0.0888559165303917,0.047057229884973205,2.384284422723168,1.1044295033495983,9.027763595808404,3.3744995033008656,0.07206506548109033,0.024983097370440972,0.01635518882832939,0.013764931896932456,48.74406112339423,16.75679253796312
15,14,15,A_standard,False,119.70885331933042,66.47593711321605,445.3720770800149,899,88.06779830548102,0.6009094067746619,0.062894070575189,126.85120512249246,0.2013017083629593,7.802262770381886,0.2330744338174792,0.1622676774020941,0.8555204725672017,0.6932527951651075,26616267.04297018,0.6937886309660973,0.0963311866603962,1.0035,0.0966683458137076,1.684477094361444,7.196556164195142,1.6786019874055245,7.171456067957291,1.440381246758132,0.1737013602533198,-0.0262594441714855,0.0895782520131512,0.0151550809879945,-0.0477389895871945,0.0477389895871945,106.9655876110614,29.84007152226925,0.08946057286759934,0.0465872129752882,2.376989267607179,1.0907524987753447,8.940552370370263,3.3740492915168656,0.07189438783935911,0.02467521270468872,0.01638657536926113,0.013584021084254933,48.72603204308181,16.535221799698515
16,15,16,A_standard,False,119.11793306968538,80.58003465218498,217.2810360597755,862,94.76808631198207,0.5219197461435422,0.0515149786343542,370.4816924957521,0.3010907255516838,7.012423877371231,0.2338831978096675,0.1939629493604431,0.869142246231981,0.6751792968715379,15092338.563694969,0.393402008376239,0.1315125360127323,1.00375,0.13200570802278,1.4748628171968696,5.133953897795498,1.4693527444053498,5.11477349718107,3.909350783723802,0.7128672946527234,0.0038943423893474,0.0814212555327701,0.0425607460409381,-0.008954232593416,0.008954232593416,341.8744266368431,44.16416934183246,0.08871462297521923,0.046227433309230306,2.363342586815621,1.0801315242201857,9.014036149821084,3.3627816566217437,0.07166296845305327,0.024400745223645326,0.016647116414178265,0.013509606503559146,48.65784684789597,16.32755109308355
17,16,11,A_standard,False,118.58290878251007,75.29558071544413,449.4753156648849,1191,83.71767640552864,0.8890322003103961,0.0847423330111849,221.668322090241,0.1247202501735823,8.573930615366429,0.2346213654735201,0.133770811079686,0.8424182852107354,0.7086474741310493,40307614.34810189,1.050671926718028,0.0779007508614698,1.004,0.0782123538649157,1.7171954005625614,9.096799020477093,1.7103539846240652,9.060556793303878,2.647807865766353,0.4128509353714105,-0.0184800569807631,0.0676207882270347,0.0719593107232968,-0.0127830222878881,0.0127830222878881,219.5881545150648,45.723106251085056,0.08770591324317438,0.046100634582018,2.388830370658735,1.0789586271069112,9.148625095798666,3.430491876963491,0.07143100110504987,0.024139544758645468,0.016731739722859552,0.013350668015617843,48.926661055976595,16.213787521641233
18,17,3,B_optimized,False,136.30363894937173,78.99964467312093,627.154619498702,1701,50.4839426750905,0.9064352319690308,0.1132819169354598,109.56836993921436,0.1557012138714771,9.351150619772412,0.2128275335684559,0.1366705050747758,0.8294246491177628,0.692754144042987,84276031.55445199,2.1967675805560325,0.0626975382585356,1.00425,0.0629640027961344,2.179838457312468,11.049144245287412,2.170613350572534,11.002384112807976,2.170360794607212,0.3037213637027303,-0.0242486197705606,0.0718781823266213,0.0841707222643487,-0.0291111946711111,0.0291111946711111,92.98051159395035,44.95143484691585,0.08685344192545584,0.04586888270027673,2.412118333768567,1.0763529170890827,9.239675141985956,3.4393935643307056,0.07061386122064855,0.02442435536625216,0.016506631250584967,0.013267302355935871,49.530005790913904,16.485268410044178
19,18,17,A_standard,False,115.85902309648496,70.12903532220803,415.5480291910253,802,89.24575356595186,0.718590629491784,0.0861244082058112,98.61520782095698,0.2459130592128932,8.84167813610273,0.2384691061459781,0.1214239568184427,0.8379192339143142,0.7164952770958715,23371869.8986035,0.6092190762097333,0.1027175319368146,1.0045,0.1031797608305303,1.1821152098274237,6.975394205700095,1.1768195219785202,6.944145550721847,1.1049848746930149,0.1306737048101466,-0.0230284605920301,0.0927712888366612,0.0732005880207354,-0.0129238201850758,0.0129238201850758,86.87228595151336,31.55029861758696,0.08607655646287657,0.04560496619592307,2.4694140860096128,1.1278794083555508,9.294381384989178,3.4170841781555077,0.06987306740933884,0.024615908056984135,0.01658075853413702,0.013117416167775477,50.13734993213661,16.767670628335193
20,19,10,B_optimized,False,144.45049696565238,75.1192090715431,716.9900229874709,1803,50.56987876931071,1.1938451633644327,0.0587491472980336,133.14118739307074,0.1282255067748185,9.024613117720868,0.2043523795770693,0.1581516074229101,0.8348591405160923,0.6767075330931822,97109081.3605284,2.5312782030149785,0.0417655343480073,1.00475,0.0419639206361603,3.7866535144774383,16.202535024563105,3.7687519427493785,16.125936824646036,2.632816028696316,0.4092216482264533,-0.0230415622172534,0.0532945573211551,0.0318768112373675,-0.0268723360606661,0.0268723360606661,119.91846724727544,63.55120099416599,0.08548064270599963,0.045244559672387955,2.4922883903500925,1.124966776347731,9.33174192583286,3.38619760796536,0.06918894950773445,0.02474760583936795,0.01620567530202602,0.013200579717761897,50.600306048344734,16.853686337640397
21,20,11,B_optimized,False,137.93201114680383,98.3973125569187,719.7706268165643,1472,43.78323203165788,0.4834089160555527,0.0429832613232468,125.94678565940136,0.169457947388375,6.620264320971186,0.2110656110614076,0.2472611695696504,0.8759858979381684,0.628724728368518,104252185.1348257,2.7174727651756934,0.0517212272368729,1.005,0.0519798333730573,4.780651635299437,12.156028809778308,4.756867298805411,12.09555105450578,2.876598638682826,0.4691887489614639,-0.0193561188222269,0.0567791410063268,0.0409426428655007,-0.0020406184577461,0.0020406184577461,88.32161856167562,66.98267911194442,0.08580228647951772,0.04477947431517766,2.4684322183508627,1.1235648644662157,9.278356802271711,3.3665983497478895,0.06918356989539028,0.024464793385423483,0.01592609930306613,0.013183788541630992,50.545184063943076,16.665169211883228
22,21,8,A_standard,False,130.8758828755767,66.31178975535329,241.82900381298697,936,77.02855262769857,0.6066725235401786,0.1000129771546339,87.60980399636252,0.3882533923662935,7.756928978180866,0.2189683220306529,0.1829537807106403,0.8562965040650878,0.6733427233544476,15009802.757907348,0.3912506021098895,0.1298581083294038,1.00525,0.1305398633981332,1.4088745251590422,5.185218944098711,1.4015165632022306,5.158138715840549,1.1373679110888428,0.1343965554364181,-0.017883870337459,0.1124113723891718,0.0823158669071709,-0.0176971102474629,0.0176971102474629,106.61748558149064,26.7814872034487,0.08625218589742302,0.04438414274240548,2.4500664060187707,1.1179716707282372,9.214714207683022,3.356849058322695,0.06925301075255443,0.024196019270761007,0.01564319966099494,0.013176921747384522,50.46301989265415,16.488380098677624
23,22,4,A_standard,False,139.00035137366422,66.53413874701583,328.7758868302652,810,75.21722861991805,0.537375575193227,0.0515114750445941,134.1353550387795,0.2403750905374067,8.467421067353433,0.2099287398271883,0.1690509662203008,0.8442147097109596,0.6751637434906588,17718604.58154081,0.4618591478440853,0.1178786481030274,1.0055,0.1185269806675941,1.434110154305028,5.727616954858158,1.426265692993563,5.696287374299511,1.7833062650657074,0.2285188151258351,-0.019130548461488,0.0965332115553077,0.0791137186916967,0.0276022436471025,0.0276022436471025,134.96400786578977,30.099214862783874,0.08640704785919957,0.04391189184512797,2.4364931093420004,1.1096615649370658,9.173530927958813,3.332144136724182,0.06926684019028999,0.02393176176518455,0.01547933242956028,0.013081236182021883,50.36381204930988,16.32235020819642
24,23,19,B_optimized,False,136.02375047123877,79.28215384070705,679.4669985677785,1706,48.99699753338817,1.1219262114063266,0.0639019474279547,145.48038894040363,0.2937003317260797,8.871190914114537,0.2131339853728796,0.1509582040988796,0.8374247933649646,0.686466589266085,91901549.72988878,2.395536919877818,0.0503900035397149,1.00575,0.0506797460600682,2.9957966559756604,13.62307086811466,2.9786693074577784,13.545186048336726,2.969169464746661,0.4922929766515366,-0.0187377446673963,0.0556042786413773,0.0518664677907456,-0.012035479637209,0.012035479637209,121.66934709246516,60.42344939096963,0.08654864089366783,0.043453307026521754,2.423251381967732,1.1016198794528669,9.13450930720545,3.307572455644699,0.06976434404703734,0.023925383534526366,0.015493086369290145,0.012941676707237256,50.07213419552849,16.273729476090832
25,24,16,A_standard,False,129.89267370460152,72.62197175961559,426.68656880470667,1114,84.73671890816802,0.5245583382587027,0.0865116887555504,178.64863906911492,0.8009372048627297,9.753352992609823,0.2201272296676634,0.1168366382377513,0.8227794807355792,0.7059428424978278,34519317.42423615,0.8997922187578263,0.0737640448762383,1.006,0.0742066291454957,1.583923962328535,9.57028378368163,1.574477099730154,9.513204556343569,2.108278929972759,0.2907547867269962,-0.0135998130402399,0.0910228773626681,0.0483465425967079,-0.0381651461588424,0.0381651461588424,167.281194434921,36.157392994772486,0.08613426619930788,0.0430960115917126,2.4525379168688173,1.1091938881592076,9.139561666143297,3.273128309778369,0.06922137817274883,0.0239779953882532,0.015391407273423831,0.012825922066906751,50.47450830155936,16.347789806358733
26,25,13,A_standard,False,111.91668194129718,74.67335258681832,388.53034576543496,1006,76.1352712728309,0.3494465894550338,0.0350195755403281,471.2727750720808,0.332262178085896,9.069039591628943,0.2443186664925607,0.10907324396962,0.8341176730162779,0.7250444290466579,29186940.68102089,0.7607966806345384,0.08198401336753,1.00625,0.082496413451077,1.330420889261062,8.84372939631928,1.3221574054768317,8.78879940006885,6.189940184008458,0.9604539485709852,0.0061747750697302,0.050285100141592,0.0621782885390667,0.0271587129987385,0.0271587129987385,488.51869608101725,54.778051551762005,0.08633306605849517,0.0426771471887298,2.4421775588141057,1.1002588527532318,9.095815853909805,3.2542915595225517,0.06905034049151311,0.02376285759067594,0.015375727003384807,0.012694854873910946,50.479801724679895,16.180159029227156
27,26,9,B_optimized,False,131.63730318718154,92.36185721357248,626.9924265456984,1635,66.98736220520259,0.6881058513702195,0.0147401143938279,195.10698983225635,0.2373996197878499,8.896488623673884,0.2180809568079472,0.1436817131278918,0.83700120194892,0.6933194888210281,94683152.43347938,2.4680431180047044,0.0591605532464247,1.0065,0.0595450968425264,2.4286742642416894,11.719286767537588,2.4129898303444506,11.643603345789954,2.9125940089204367,0.4781624033793013,-0.0188516742500677,0.0614081646832513,0.0093820117827024,-0.0053581026111254,0.0053581026111254,184.00411056845252,55.45908401250177,0.08743496865533794,0.042567605365790885,2.392935924466784,1.1059605986382852,8.985429011441658,3.248393466829929,0.06995422327151248,0.023529065218188917,0.015523149227881452,0.012743794590860258,49.79530179084911,16.124588949690946
28,27,17,B_optimized,False,135.18628320293132,78.43502135353849,617.8222902300919,1292,53.34720591546003,0.7105981080176291,0.0542435279575796,204.0201716039652,0.4392037063601281,10.63359558053936,0.2140573713831958,0.1026736755849573,0.8084213273623052,0.7057476517773479,62608904.64874098,1.631984912550293,0.0596952055597155,1.00675,0.0600981481972436,1.7199651902069202,11.82251815970983,1.7084332656636902,11.743251214015226,3.824383453695373,0.6951660326081996,-0.0108589372587177,0.0608402100815196,0.0480102429732454,-0.0062332849843341,0.0062332849843341,227.6921819367679,56.88068528648071,0.08828460363075602,0.04231905166508881,2.327830144604182,1.0587277183541128,8.898481899292298,3.239324948128669,0.07059759687691772,0.023649927445150525,0.015437586289034631,0.012652483987757025,49.273505477410225,16.190963180001233
29,28,11,B_optimized,False,133.48762310757985,82.07430113227926,526.9021491082647,1942,60.63529334844878,0.5555991226080415,0.0625705467726355,276.6608699906138,0.3480485529254327,8.096309081607297,0.2159605015471144,0.1740377638066538,0.8505039850390564,0.6764662212324026,83982034.01843055,2.189104141212926,0.0588981527030198,1.007,0.0593104397719409,2.9548934188852845,11.485355485482296,2.934352948247552,11.405516867410425,4.562703579262745,0.8267409567746796,0.0019405606015493,0.045807341148722,0.0704352192394366,0.0078646724668011,0.0078646724668011,329.26580711307486,66.05878640020208,0.08946567658772807,0.04207337084531739,2.2835115782926456,1.048230014274704,8.761109587631697,3.198276264470547,0.07040286589039234,0.02367148779266061,0.015601921488692945,0.012786430769081128,49.20860866078386,16.181797474763034
30,29,9,A_standard,False,128.4739163173236,62.7390599511952,258.363346332841,819,82.69185788827657,0.2391519159200134,0.0466122488170931,197.7165450577876,0.3863866469254742,7.710941561758431,0.2218260537685122,0.1807775990997927,0.8570844436408663,0.6763068445410736,13275558.775834598,0.3460452111307202,0.1279800289970094,1.00725,0.1289078842072377,1.412545383186443,5.284471724544439,1.4023781416594123,5.246435070284874,2.3910037832856377,0.3522882084459798,-0.0141027548559284,0.1041783376940883,0.0077349108854941,-0.0388773379315989,0.0388773379315989,179.82650982524984,29.072186324657817,0.08938330669110497,0.04216151158385258,2.2605488595273986,1.0187253214817138,8.803550932906244,3.282161955377001,0.07002887816580902,0.02409975833855989,0.015307731444084618,0.012952546571664107,49.37906491720437,16.41519745612669
31,30,10,B_optimized,False,130.28414035241187,69.42908742683784,577.4673999244078,1341,35.16994785679333,0.582429592506615,0.1111648830954048,263.4059504818783,0.2137605973487357,8.177357903660448,0.2196640270831845,0.1659163774222997,0.8491264548898664,0.6832100774675667,53764759.392566085,1.4014504270253028,0.0623430522470975,1.0075,0.0628106251389507,2.661345112919527,10.958880786902352,2.6415336108382403,10.877301029183476,7.489517799526664,0.9888985695625448,0.0020658564231707,0.0379725817036311,0.0995273756638107,-0.011637507431594,0.011637507431594,251.40445368073063,67.83168541670007,0.09000074113110779,0.04202501013025318,2.2344077518335252,0.9970435013377542,8.74459062147639,3.293345608112412,0.07070696100051563,0.02365963964551145,0.015332891042092085,0.012929801124350259,48.91799439192794,16.08010206911262
32,31,5,B_optimized,False,133.26074630715078,76.42341926505708,594.0193228488481,1676,59.54649047172703,0.8807044694907845,0.0458400403799137,249.611133527849,0.1924709085040281,7.084947244313199,0.2162178072278504,0.21612642156433,0.8678824976239824,0.6517560760596524,76085351.48847984,1.9832665399902032,0.0601998894905331,1.00775,0.0606664386340848,3.5901464835465737,10.826532765681328,3.5625368231670294,10.743272404546095,4.191869773523691,0.7670753049377521,-0.0025262706965434,0.0456346968616238,0.0429327226341931,-0.0029073177457205,0.0029073177457205,222.8460768281006,67.44872282863163,0.09030132368700762,0.04211057372488565,2.2336234494015392,0.9972392376650971,8.721561843591962,3.308905458485553,0.0705706069710272,0.023573832061190278,0.015302231572378512,0.012937649623144885,49.3277005715028,15.73886723260743
33,32,2,A_standard,False,128.69760802693915,70.29184604491385,392.7519509057336,962,69.38807810664579,0.3691161336377652,0.0872109369078321,232.4772569962977,0.0888474033653639,8.067633785767807,0.2215560913527852,0.1673892386830896,0.8509918940026953,0.6836026553196056,26558183.799562983,0.6922746134721907,0.0956378259186978,1.008,0.0964029285260474,1.750240943634457,7.147827219543232,1.7363501424945011,7.0910984320865404,3.3503919310027945,0.5867126179369242,-0.0067873923239597,0.0687348806364276,0.0993774675211653,0.0121665306133332,0.0121665306133332,176.6761745024074,46.63198035093839,0.09024876428588385,0.042088955848784505,2.2209129070774765,1.0087987132259735,8.732704435357906,3.3010919470254145,0.07033162953989872,0.02341083213110901,0.015482059382730722,0.012839942504535217,49.37253193392354,15.70336439056272
34,33,12,B_optimized,False,136.19028696375864,81.68427736631398,548.8425413813509,1670,53.70917836504709,0.577533617043729,0.0514046987331934,763.9766946686852,0.1639350570688432,6.273147806222518,0.2129515144287509,0.262927664233986,0.8820884397962055,0.6191607755622195,74869116.65564695,1.951563750931086,0.0599545688140738,1.00825,0.0604491940067899,4.385448339214242,10.327165849233442,4.349564432644921,10.242663872287071,14.22432287971597,0.999986654565615,0.0029168357390382,0.034723421623724,0.057069607473242,0.0056649087400486,0.0056649087400486,788.938372225576,75.83610888072697,0.09072300951319978,0.04237008405410445,2.1986825519670505,1.0191372942326895,8.718727950073047,3.3137218657359497,0.06989288642844346,0.022761335876892823,0.01551758527510769,0.012823805614369488,49.59419699934128,15.424824679674074
