sample_id,time_index,batch_id,protocol,is_outlier,voltage_kV,current_uA,exposure_ms,n_projections,voxel_size_um,filter_thickness_mm,true_porosity,true_mean_pore_diameter_um,true_heterogeneity,sample_thickness_mm,mu_matrix_effective,intensity_matrix,intensity_pore,attenuation_contrast,photon_signal,photon_signal_norm,relative_noise,detector_drift,relative_noise_drifted,snr,cnr,snr_drifted,cnr_drifted,pore_detectability,detectability_score,segmentation_bias,segmentation_abs_error,estimated_porosity,porosity_error,abs_porosity_error,estimated_mean_pore_diameter_um,quality_score
11,10,11,A_standard,False,133.6776476401199,60.48895877121916,253.31852479564583,826,78.59924558775039,0.6133732256282558,0.03895692602872739,165.99700455183182,0.3634710621034384,6.397293674119694,0.21574556221442878,0.25153133107214887,0.8799010038329286,0.6283696727607797,12656776.360741,0.3299158191336907,0.14066515728934043,1.0025,0.14101682018256376,1.7881566119089667,4.467130914788359,1.7836973684877475,4.4559909374447475,2.1119414481721472,0.2915106366056784,-0.006705497713347695,0.06267866957006002,0.0453489244321757,0.0063919984034483054,0.0063919984034483054,110.3991193667022,28.527165165832535
12,11,20,B_optimized,False,123.64097303257137,73.72593192867856,678.1441321347321,1627,51.8400218296146,0.912091554991761,0.036441869718213935,415.5865326441831,0.31968304806553005,7.816817840392895,0.22786065291526156,0.168445130567978,0.8552714656046164,0.6868263350366384,81344806.81709404,2.12036128382395,0.05459721379767639,1.00275,0.05474735613562,3.0852330888567594,12.579878848430708,3.0767719659503956,12.545379056026635,8.016712145880529,0.9934173413544417,0.0001996467155344012,0.027944681425489136,0.025518969861396536,-0.010922899856817398,0.010922899856817398,440.93668369259865,65.01230640055847
13,12,15,A_standard,False,137.90842593972252,64.37796032143036,384.4016812957713,1018,70.24763688247366,0.511694209619006,0.03962202588323022,285.5450716815337,0.2873527571848855,6.833690634235915,0.2110908780376115,0.2363291467017498,0.872254698152237,0.6359255514504872,25192442.117297392,0.6566747282417544,0.09906183652003435,1.003,0.09935902202959444,2.385672979664115,6.419480738395932,2.3785373675614307,6.400279898699833,4.064835264982065,0.7436134858787214,0.00044941326258341743,0.03884454182246815,0.06332423259887275,0.023702206715642528,0.023702206715642528,288.6420766208666,42.89028812588857
14,13,16,A_standard,False,130.3220520160037,63.8073129201436,494.4726174959668,965,84.86155310076384,0.3146381032151072,0.053019288470339904,145.4666626360674,0.21263906053551387,7.24836320217389,0.21961929379049597,0.20354250877213625,0.8650506109064218,0.6615081021342855,30446685.11878236,0.7936336057912736,0.09102250171750392,1.00325,0.0913183248480858,2.236177922288356,7.267522751542604,2.2289338871551023,7.243979817136909,1.7141645105568786,0.21655853152390145,-0.013596930919652157,0.05199398206386295,0.05917981531847423,0.006160526848134326,0.006160526848134326,99.49187696339567,34.96169750751727
15,14,15,A_standard,False,119.70885331933042,66.47593711321605,445.3720770800149,899,88.06779830548102,0.6009094067746619,0.06289407057518905,126.85120512249246,0.2013017083629593,7.802262770381886,0.2330744338174792,0.16226767740209416,0.8555204725672017,0.6932527951651075,26616267.04297018,0.6937886309660973,0.09633118666039625,1.0035,0.09666834581370765,1.684477094361444,7.196556164195142,1.6786019874055245,7.171456067957291,1.440381246758132,0.17370136025331984,-0.020423595984611034,0.05533908729125915,0.020354644538398754,-0.04253942603679029,0.04253942603679029,107.23503214535079,26.556514472677428
16,15,16,A_standard,False,119.11793306968538,80.58003465218498,217.2810360597755,862,94.76808631198207,0.5219197461435422,0.05151497863435426,370.4816924957521,0.3010907255516838,7.012423877371231,0.2338831978096675,0.19396294936044314,0.869142246231981,0.6751792968715379,15092338.563694969,0.393402008376239,0.1315125360127323,1.00375,0.13200570802278003,1.4748628171968696,5.133953897795498,1.4693527444053498,5.11477349718107,3.9093507837238026,0.7128672946527234,0.005054726462857815,0.050042552702072654,0.043408205549494774,-0.008106773084859485,0.008106773084859485,340.0414807045131,36.071088803153245
17,16,11,A_standard,False,118.58290878251007,75.29558071544413,449.4753156648849,1191,83.71767640552864,0.8890322003103961,0.08474233301118492,221.668322090241,0.12472025017358236,8.573930615366429,0.23462136547352017,0.13377081107968608,0.8424182852107354,0.7086474741310493,40307614.348101884,1.050671926718028,0.07790075086146989,1.004,0.07821235386491576,1.7171954005625614,9.096799020477093,1.7103539846240652,9.060556793303878,2.6478078657663535,0.41285093537141054,-0.013403834854547707,0.03947910913161709,0.07688200679906537,-0.007860326212119545,0.007860326212119545,225.5757300199244,38.91493065855939
18,17,3,B_optimized,False,136.30363894937173,78.99964467312093,627.154619498702,1701,50.4839426750905,0.9064352319690309,0.11328191693545984,109.56836993921435,0.15570121387147715,9.351150619772413,0.21282753356845596,0.13667050507477585,0.8294246491177628,0.692754144042987,84276031.55445199,2.1967675805560325,0.06269753825853569,1.00425,0.06296400279613447,2.1798384573124676,11.049144245287412,2.170613350572534,11.002384112807977,2.1703607946072117,0.3037213637027303,-0.01819534613788463,0.04651555299127284,0.08984192508499121,-0.023439991850468633,0.023439991850468633,92.6480527677639,41.42028647236924
19,18,17,A_standard,False,115.85902309648495,70.12903532220803,415.5480291910253,802,89.24575356595186,0.718590629491784,0.08612440820581123,98.61520782095698,0.2459130592128932,8.84167813610273,0.23846910614597813,0.12142395681844274,0.8379192339143142,0.7164952770958715,23371869.8986035,0.6092190762097333,0.10271753193681467,1.0045,0.10317976083053033,1.1821152098274235,6.975394205700095,1.1768195219785202,6.944145550721847,1.1049848746930147,0.13067370481014662,-0.015035782366591564,0.05196656020156201,0.0805222809173487,-0.00560212728846253,0.00560212728846253,88.22299514737095,26.326617515246642
20,19,10,B_optimized,False,144.45049696565238,75.1192090715431,716.9900229874709,1803,50.569878769310705,1.1938451633644327,0.058749147298033697,133.14118739307074,0.12822550677481853,9.024613117720868,0.20435237957706934,0.15815160742291012,0.8348591405160923,0.6767075330931822,97109081.3605284,2.5312782030149785,0.04176553434800733,1.00475,0.04196392063616037,3.7866535144774383,16.202535024563105,3.7687519427493785,16.125936824646036,2.6328160286963156,0.40922164822645335,-0.01772599958009949,0.03352201218830892,0.03700725147623167,-0.021741895821802026,0.021741895821802026,120.54563377288919,63.01194559406471
21,20,11,B_optimized,False,137.93201114680383,98.3973125569187,719.7706268165643,1472,43.78323203165788,0.48340891605555275,0.04298326132324686,125.94678565940137,0.16945794738837508,6.620264320971186,0.21106561106140762,0.24726116956965044,0.8759858979381684,0.628724728368518,104252185.1348257,2.7174727651756934,0.051721227236872946,1.005,0.0519798333730573,4.780651635299437,12.156028809778308,4.756867298805411,12.09555105450578,2.876598638682826,0.46918874896146395,-0.015333981229658625,0.03746217339318203,0.04669020091847369,0.0037069395952268255,0.0037069395952268255,82.25802533025163,64.7486650824785
22,21,8,A_standard,False,130.8758828755767,66.31178975535329,241.82900381298697,936,77.02855262769857,0.6066725235401786,0.10001297715463393,87.60980399636252,0.3882533923662935,7.756928978180866,0.21896832203065295,0.18295378071064033,0.8562965040650878,0.6733427233544476,15009802.757907348,0.3912506021098895,0.12985810832940387,1.00525,0.13053986339813323,1.4088745251590422,5.185218944098711,1.4015165632022306,5.158138715840549,1.1373679110888428,0.13439655543641818,-0.011414830510434817,0.06831536781658215,0.08878731173147886,-0.011225665423155076,0.011225665423155076,115.16117338361224,23.820801229615885
23,22,4,A_standard,False,139.00035137366422,66.53413874701583,328.77588683026516,810,75.21722861991805,0.537375575193227,0.05151147504459414,134.1353550387795,0.24037509053740677,8.467421067353433,0.20992873982718832,0.16905096622030083,0.8442147097109596,0.6751637434906588,17718604.58154081,0.4618591478440853,0.11787864810302749,1.0055,0.11852698066759415,1.4341101543050279,5.727616954858158,1.426265692993563,5.696287374299511,1.7833062650657074,0.22851881512583513,-0.01327991509028301,0.05899356120758271,0.08583061571347542,0.034319140668881275,0.034319140668881275,140.34531620448405,24.282563948884945
24,23,19,B_optimized,False,136.02375047123877,79.28215384070705,679.4669985677785,1706,48.99699753338817,1.1219262114063266,0.0639019474279547,145.48038894040363,0.29370033172607973,8.871190914114537,0.2131339853728796,0.15095820409887964,0.8374247933649646,0.686466589266085,91901549.72988878,2.395536919877818,0.050390003539714914,1.00575,0.050679746060068274,2.9957966559756604,13.623070868114661,2.9786693074577784,13.545186048336726,2.969169464746661,0.4922929766515366,-0.01701648839848989,0.03139876659851816,0.05319321269237759,-0.01070873473557711,0.01070873473557711,119.40965739170605,56.276253721404224
25,24,16,A_standard,False,129.89267370460152,72.62197175961559,426.68656880470667,1114,84.73671890816802,0.5245583382587027,0.08651168875555043,178.64863906911492,0.8009372048627297,9.753352992609825,0.22012722966766343,0.11683663823775131,0.8227794807355792,0.7059428424978278,34519317.42423615,0.8997922187578263,0.07376404487623835,1.006,0.07420662914549578,1.583923962328535,9.57028378368163,1.574477099730154,9.513204556343567,2.108278929972759,0.29075478672699623,-0.011953667294538204,0.05346931242776119,0.05050744740995697,-0.03600424134559346,0.03600424134559346,170.77461788224787,33.349959797330555
26,25,13,A_standard,False,111.91668194129718,74.67335258681832,388.53034576543496,1006,76.1352712728309,0.3494465894550338,0.03501957554032813,471.27277507208083,0.332262178085896,9.069039591628945,0.24431866649256076,0.10907324396962007,0.8341176730162779,0.7250444290466579,29186940.681020886,0.7607966806345384,0.08198401336753,1.00625,0.08249641345107707,1.330420889261062,8.84372939631928,1.3221574054768317,8.78879940006885,6.189940184008458,0.9604539485709852,0.0037459345975581777,0.03318127272371221,0.061843047528992834,0.026823471988664707,0.026823471988664707,493.76202520325603,44.87846590192881
27,26,9,B_optimized,False,131.63730318718154,92.36185721357248,626.9924265456984,1635,66.98736220520259,0.6881058513702195,0.014740114393827976,195.10698983225635,0.23739961978784999,8.896488623673884,0.21808095680794726,0.14368171312789185,0.83700120194892,0.6933194888210281,94683152.43347938,2.4680431180047044,0.05916055324642472,1.0065,0.05954509684252648,2.4286742642416894,11.719286767537588,2.4129898303444506,11.643603345789954,2.9125940089204367,0.4781624033793013,-0.016534336997152843,0.042544076758378915,0.01378653799295072,-0.0009535764008772561,0.0009535764008772561,186.31909888539977,50.088104275371435
28,27,17,B_optimized,False,135.18628320293132,78.43502135353849,617.8222902300919,1292,53.34720591546003,0.7105981080176291,0.05424352795757965,204.02017160396522,0.4392037063601281,10.63359558053936,0.21405737138319586,0.1026736755849573,0.8084213273623052,0.7057476517773479,62608904.648740984,1.631984912550293,0.05969520555971552,1.00675,0.0600981481972436,1.7199651902069202,11.82251815970983,1.7084332656636902,11.743251214015226,3.8243834536953725,0.6951660326081996,-0.014398662621623329,0.044442026845855326,0.045476375655702006,-0.008767152301877641,0.008767152301877641,236.71979843686822,49.44277255488415
29,28,11,B_optimized,False,133.48762310757985,82.07430113227926,526.9021491082647,1942,60.63529334844878,0.5555991226080415,0.06257054677263557,276.6608699906138,0.3480485529254327,8.096309081607297,0.21596050154711444,0.17403776380665384,0.8505039850390564,0.6764662212324026,83982034.01843055,2.189104141212926,0.05889815270301983,1.007,0.05931043977194096,2.9548934188852845,11.485355485482295,2.934352948247552,11.405516867410423,4.562703579262745,0.8267409567746796,0.0031277381076116107,0.02622119919122121,0.07135011976647611,0.008779572993840537,0.008779572993840537,344.8137412753131,58.926344120692775
30,29,9,A_standard,False,128.4739163173236,62.739059951195195,258.363346332841,819,82.69185788827657,0.2391519159200134,0.04661224881709315,197.71654505778758,0.3863866469254742,7.710941561758431,0.22182605376851225,0.18077759909979274,0.8570844436408663,0.6763068445410736,13275558.775834598,0.3460452111307202,0.12798002899700942,1.00725,0.12890788420723773,1.412545383186443,5.284471724544439,1.4023781416594123,5.246435070284874,2.3910037832856377,0.35228820844597986,-0.012632623691306135,0.07075571664370875,0.005935673141329555,-0.0406765756757636,0.0406765756757636,181.75716789807794,25.066187376140853
31,30,10,B_optimized,False,130.28414035241187,69.42908742683784,577.4673999244078,1341,35.16994785679333,0.582429592506615,0.11116488309540484,263.4059504818783,0.2137605973487357,8.177357903660448,0.21966402708318455,0.16591637742229975,0.8491264548898664,0.6832100774675667,53764759.392566085,1.4014504270253028,0.06234305224709753,1.0075,0.06281062513895076,2.661345112919527,10.958880786902352,2.6415336108382403,10.877301029183476,7.489517799526664,0.9888985695625447,-0.0003209778185498599,0.02102719213836273,0.09819691755621757,-0.012967965539187276,0.012967965539187276,248.55028862224802,58.932184166438326
32,31,5,B_optimized,False,133.26074630715078,76.42341926505708,594.0193228488481,1676,59.54649047172703,0.8807044694907845,0.04584004037991371,249.611133527849,0.19247090850402812,7.084947244313199,0.2162178072278504,0.21612642156433,0.8678824976239824,0.6517560760596524,76085351.48847984,1.9832665399902032,0.060199889490533176,1.00775,0.0606664386340848,3.5901464835465737,10.826532765681327,3.5625368231670294,10.743272404546095,4.191869773523691,0.7670753049377521,0.00038586162891918446,0.028355849588832183,0.045831285866737494,-8.754513176216505e-06,8.754513176216505e-06,219.06184251121928,61.31160856623193
33,32,2,A_standard,False,128.69760802693915,70.29184604491385,392.75195090573357,962,69.38807810664579,0.36911613363776524,0.0872109369078321,232.47725699629774,0.08884740336536397,8.067633785767807,0.2215560913527852,0.16738923868308964,0.8509918940026953,0.6836026553196056,26558183.799562983,0.6922746134721907,0.09563782591869784,1.008,0.09640292852604741,1.750240943634457,7.147827219543232,1.7363501424945011,7.0910984320865404,3.3503919310027945,0.5867126179369242,-0.0015244290031610312,0.04322964047479304,0.10555442325758008,0.018343486349747973,0.018343486349747973,167.52989972559504,37.716053918735156
34,33,12,B_optimized,True,136.19028696375864,81.68427736631398,548.8425413813509,1670,53.70917836504709,0.577533617043729,0.05140469873319343,763.9766946686852,0.16393505706884323,6.273147806222518,0.21295151442875093,0.262927664233986,0.8820884397962055,0.6191607755622195,74869116.65564695,1.9515637509310861,0.05995456881407382,1.00825,0.17097971197719583,4.385448339214242,10.327165849233442,1.5377711261383666,3.6212528866863405,14.22432287971597,0.999986654565615,0.0016475531477158382,0.022237967623109506,0.05261281560193741,0.0012081168687439817,0.0012081168687439817,795.1793013948414,26.14261111446346
35,34,18,A_standard,False,146.76799000180353,53.747043450695784,200.37495827435885,931,71.18372317523699,0.49284244727443544,0.017412798375033883,331.5021105168509,0.3036749655879709,7.470480963432195,0.2020882601115578,0.2209770342916457,0.8612162718588148,0.640239237567169,10026461.83917589,0.26135314999677706,0.15641806346756323,1.0085,0.15774761700703752,1.4127334745930429,4.093128526040964,1.4008264497699978,4.058630169599369,4.656993140142072,0.8398339548419074,0.011359026361086193,0.04994843152648853,0.05722863657124225,0.03981583819620836,0.03981583819620836,317.35522706496437,32.69224052559581
36,35,2,A_standard,False,118.34289669664355,71.69371027336477,334.4024476969952,838,86.35409301018291,0.1841691082686524,0.01552365917111071,135.2131812398701,0.42999583170562916,7.884666117934408,0.23495435033568177,0.15683882310920236,0.8541116787625433,0.697272855653341,20090674.74350982,0.5236903320432487,0.1095101031850538,1.00875,0.11046831658792303,1.4321858764407418,6.367201156545951,1.4197629506227925,6.311971406737002,1.5657993330313331,0.192445015330529,-0.007246269600827311,0.05969656158656342,0.034568168854710105,0.019044509683599394,0.019044509683599394,146.17786707629438,26.369850977833536
37,36,18,B_optimized,False,130.39669758881615,92.68803064767893,689.5931570018898,1650,51.14847981687593,0.9480568667305831,0.08966759087891087,259.8819605746407,0.5282454105886678,8.949635290853044,0.2195312815062805,0.14019444818527843,0.8361119981286648,0.6959175499433863,105463102.25652437,2.749036940975418,0.04485004543188526,1.009,0.045253695840772226,3.125848521116769,15.516540579658752,3.0979668197391166,15.378137343566653,5.080932248721402,0.8890360338839239,0.005645737734952927,0.031548577429560735,0.09553005374111179,0.005862462862200921,0.005862462862200921,283.9095115401228,68.89168072882546
38,37,17,A_standard,False,126.87457917920644,76.0971939356695,429.6569738580034,991,88.86690075406096,0.41835173115908764,0.05148116286984927,154.0605925822484,0.020441640372939895,9.11109054438636,0.22377975657408422,0.13017473389470854,0.833416459067513,0.7032417251728045,32401428.854895994,0.8445866180366938,0.08107980903713256,1.00925,0.08182979727072603,1.6055135728685759,8.673450684260208,1.5907986850320297,8.593956585841179,1.7336105037421177,0.21987593723073764,-0.012153108779319442,0.04543534113896032,0.0572561872725658,0.00577502440271653,0.00577502440271653,115.01769929418249,33.689473988458516
39,38,6,A_standard,True,143.6468214443565,67.75945098495299,351.2875950899924,947,70.1434383103332,0.4628580450313361,0.04049542904215787,268.92711372148733,0.054349355135145994,7.036382935248918,0.20515202732604507,0.23609329737715418,0.8687258694122831,0.6326325720351289,22541492.68832287,0.587574182619811,0.11137940929320406,1.0095,0.28584018078577306,2.1197212202449673,5.679977798856307,0.8259625946503918,2.213238776633941,3.8339596717754607,0.697191530048295,0.0010826151334352963,0.038242585427697116,0.07177678117950763,0.03128135213734976,0.03128135213734976,237.5134180694044,15.500143146328778
40,39,13,B_optimized,False,130.1623090758919,81.77586222141016,757.6965082088309,1511,56.44767965936905,0.6674067906060493,0.0528335706105354,118.48581024693897,0.05883332376658243,10.076033433963591,0.21980792999353027,0.10917621490019576,0.8174866810154657,0.7083104661152699,93623502.02926362,2.440421911692916,0.059046870188061235,1.00975,0.05962257717239483,1.8489754757953325,11.995732608000012,1.83112203594487,11.879903548403082,2.0990377454296825,0.28885279391156654,-0.01838553938972379,0.03719835487164361,0.03345381874926204,-0.019379751861273366,0.019379751861273366,153.67689719137633,41.13702742125188
41,40,4,B_optimized,False,126.83853937444695,91.069762889544,568.2743810903764,1749,51.03339796950378,0.5573932388302705,0.03686991608100884,133.63694999928964,0.45120223306113016,8.148373478439503,0.22382426390251245,0.16141062488105443,0.8496188264318374,0.688208201550783,90515320.38553804,2.359402996308842,0.04688863758552528,1.01,0.04735752396138053,3.442425141627117,14.67750476425094,3.4083417243832845,14.532182934901922,2.6186175194359502,0.4057935028842616,-0.014298648118217152,0.036411262448299835,0.019976655282781714,-0.016893260798227127,0.016893260798227127,123.94452686001871,58.31695739896294
42,41,16,B_optimized,False,137.34435015653338,85.12583288162337,675.5097292170174,1319,38.00900064089315,0.6944381707280212,0.07264976943934426,256.8226963852586,0.3654732483650027,8.24004496603077,0.21169737273359934,0.17475052903069954,0.8480625371072723,0.6733120080765728,75846890.05307555,1.9770507234543886,0.05137551883097861,1.01025,0.051902117898996146,3.4014358006897205,13.105697487780436,3.3669248212716854,12.972727035664867,6.756891579752509,0.977176834444221,0.005188312954455967,0.02156360651050688,0.07884762207482122,0.006197852635476966,0.006197852635476966,239.7293572654828,67.78055639052313
43,42,15,B_optimized,False,138.27193957180236,93.01921071571749,556.9299974423261,1588,62.3779835293755,0.8673414383512612,0.06417539124682609,344.666970342677,0.2564763319297739,6.382306515011673,0.2107022576527774,0.2606005791962363,0.8801647876915352,0.6195642084952988,82266639.79215488,2.1443900943522762,0.05289200102379697,1.0105,0.05344736703454684,4.927031954774936,11.71376004883133,4.875835680133534,11.592043591124524,5.525458676944309,0.9259074075165726,-0.0030214655272186638,0.025106305760478162,0.04096922725661993,-0.023206163990206155,0.023206163990206155,315.9839110324619,71.49872931154889
44,43,8,B_optimized,False,136.3899626654191,79.52766226155956,622.5570046154754,1499,56.94414049078554,0.7445293476137962,0.03521875611616885,275.83903892432926,0.1892227330072353,7.379942609879943,0.21273323289172147,0.20805370199101178,0.8627771466888239,0.6547234446978121,74216244.29923993,1.9345457589784218,0.059219738966402556,1.01075,0.059856351160291386,3.5132492243683813,11.055831317818873,3.4758834769907305,10.938245182111178,4.844028490849983,0.8634244536813092,-0.00243721490267436,0.02423432552733322,0.035046900543840506,-0.00017185557232834298,0.00017185557232834298,268.5353576705902,63.0545170151823
45,44,2,A_standard,False,133.59982673077238,84.53221596912084,315.0743715026638,926,86.7061431050642,0.4676860169771813,0.06256357587730817,323.10596902481296,0.310240733822952,9.049823811532479,0.21583352366436795,0.14181167105976403,0.834438299058712,0.692626627998948,24663023.641651522,0.6428747269555667,0.09886707469269417,1.011,0.09995461251431378,1.4343670175389873,7.005634890602564,1.4187606503847554,6.929411365581172,3.7264484090048455,0.674025417041875,-0.0075808720852585535,0.04015330029399979,0.0646253580180523,0.0020617821407441367,0.0020617821407441367,350.2708961988555,39.03741677689811
46,45,20,A_standard,False,134.5065045881314,62.950092420511595,412.25423776406444,895,74.67264326964725,0.40074146027177826,0.08679683355438546,260.30288564858245,0.17910183152232279,8.169778462713099,0.21481407150427337,0.17291011692214722,0.8492551827229033,0.6763450658007562,23226540.9193559,0.6054308818175929,0.10531288969410317,1.01125,0.10649765970316183,1.6418704056492057,6.422243922517938,1.6236048510746162,6.350797451192029,3.485920335089969,0.619144897733926,-0.0020598754032883134,0.04294774575968197,0.08680576668895286,8.933134567401524e-06,8.933134567401524e-06,267.5250669792761,38.341621366792836
47,46,9,A_standard,False,130.91667549619103,71.7395233224261,418.2326270560607,952,80.1650517620031,0.44877292784278994,0.06293386904317214,237.75739164148365,0.08197263772814178,8.107814726252874,0.21892055961661197,0.16948898540421692,0.8503082956228187,0.6808193102186018,28563626.456349187,0.7445491609542424,0.09246732387634342,1.0115,0.09353069810092138,1.8329608590259905,7.362809711342589,1.8121214622105688,7.279100060645169,2.9658484141861017,0.4914629332840605,-0.007526510401788562,0.0429247362214306,0.06033904483347906,-0.002594824209693078,0.002594824209693078,230.21060564571422,38.37858920428728
48,47,18,A_standard,False,132.63954830925812,69.71340202667236,441.7027785006865,928,94.16944415790647,0.7585840742185792,0.016139521536593846,175.38184581140513,0.6193640138343575,8.22717217057548,0.21692614749222636,0.1678492936614771,0.8482809039274498,0.6804316102659727,28575535.930994574,0.7448595973537724,0.09212109069797428,1.01175,0.09320351351367546,1.8220506551728015,7.386273926096005,1.8008901953771206,7.300493131797387,1.8624071468163175,0.24276259013825413,-0.017958269701888883,0.055209721245010716,0.0,-0.016139521536593846,0.016139521536593846,201.8142999352813,31.86640525987628
